Name,Pick Up Lat,Pick Up Long,Drop Off Lat,Drop Off Long
Nik33161,73.283,-48.535,73.616,-48.868
Nik33162,73.284,-48.534,73.617,-48.867
Nik33163,73.285,-48.533,73.618,-48.866
Nik33164,73.286,-48.532,73.619,-48.865
Nik33165,73.287,-48.531,73.620,-48.864
Nik33166,73.288,-48.530,73.621,-48.863
Nik33167,73.289,-48.529,73.622,-48.862
Nik33168,73.290,-48.528,73.623,-48.861
Nik33169,73.291,-48.527,73.624,-48.860
Nik33170,73.292,-48.526,73.625,-48.859
Nik33171,73.293,-48.525,73.626,-48.858
Nik33172,73.294,-48.524,73.627,-48.857
Nik33173,73.295,-48.523,73.628,-48.856
Nik33174,73.296,-48.522,73.629,-48.855
Nik33175,73.297,-48.521,73.630,-48.854
Nik33176,73.298,-48.520,73.631,-48.853
Nik33177,73.299,-48.519,73.632,-48.852
Nik33178,73.300,-48.518,73.633,-48.851
Nik33179,73.301,-48.517,73.634,-48.850
Nik33180,73.302,-48.516,73.635,-48.849
Nik33181,73.303,-48.515,73.636,-48.848
Nik33182,73.304,-48.514,73.637,-48.847
Nik33183,73.305,-48.513,73.638,-48.846
Nik33184,73.306,-48.512,73.639,-48.845
Nik33185,73.307,-48.511,73.640,-48.844
Nik33186,73.308,-48.510,73.641,-48.843
Nik33187,73.309,-48.509,73.642,-48.842
Nik33188,73.310,-48.508,73.643,-48.841
Nik33189,73.311,-48.507,73.644,-48.840
Nik33190,73.312,-48.506,73.645,-48.839
Nik33191,73.313,-48.505,73.646,-48.838
Nik33192,73.314,-48.504,73.647,-48.837
Nik33193,73.315,-48.503,73.648,-48.836
Nik33194,73.316,-48.502,73.649,-48.835
Nik33195,73.317,-48.501,73.650,-48.834
Nik33196,73.318,-48.500,73.651,-48.833
Nik33197,73.319,-48.499,73.652,-48.832
Nik33198,73.320,-48.498,73.653,-48.831
Nik33199,73.321,-48.497,73.654,-48.830
Nik33200,73.322,-48.496,73.655,-48.829
Nik33201,73.323,-48.495,73.656,-48.828
Nik33202,73.324,-48.494,73.657,-48.827
Nik33203,73.325,-48.493,73.658,-48.826
Nik33204,73.326,-48.492,73.659,-48.825
Nik33205,73.327,-48.491,73.660,-48.824
Nik33206,73.328,-48.490,73.661,-48.823
Nik33207,73.329,-48.489,73.662,-48.822
Nik33208,73.330,-48.488,73.663,-48.821
Nik33209,73.331,-48.487,73.664,-48.820
Nik33210,73.332,-48.486,73.665,-48.819
Nik33211,73.333,-48.485,73.666,-48.818
Nik33212,73.334,-48.484,73.667,-48.817
Nik33213,73.335,-48.483,73.668,-48.816
Nik33214,73.336,-48.482,73.669,-48.815
Nik33215,73.337,-48.481,73.670,-48.814
Nik33216,73.338,-48.480,73.671,-48.813
Nik33217,73.339,-48.479,73.672,-48.812
Nik33218,73.340,-48.478,73.673,-48.811
Nik33219,73.341,-48.477,73.674,-48.810
Nik33220,73.342,-48.476,73.675,-48.809
Nik33221,73.343,-48.475,73.676,-48.808
Nik33222,73.344,-48.474,73.677,-48.807
Nik33223,73.345,-48.473,73.678,-48.806
Nik33224,73.346,-48.472,73.679,-48.805
Nik33225,73.347,-48.471,73.680,-48.804
Nik33226,73.348,-48.470,73.681,-48.803
Nik33227,73.349,-48.469,73.682,-48.802
Nik33228,73.350,-48.468,73.683,-48.801
Nik33229,73.351,-48.467,73.684,-48.800
Nik33230,73.352,-48.466,73.685,-48.799
Nik33231,73.353,-48.465,73.686,-48.798
Nik33232,73.354,-48.464,73.687,-48.797
Nik33233,73.355,-48.463,73.688,-48.796
Nik33234,73.356,-48.462,73.689,-48.795
Nik33235,73.357,-48.461,73.690,-48.794
Nik33236,73.358,-48.460,73.691,-48.793
Nik33237,73.359,-48.459,73.692,-48.792
Nik33238,73.360,-48.458,73.693,-48.791
Nik33239,73.361,-48.457,73.694,-48.790
Nik33240,73.362,-48.456,73.695,-48.789
Nik33241,73.363,-48.455,73.696,-48.788
Nik33242,73.364,-48.454,73.697,-48.787
Nik33243,73.365,-48.453,73.698,-48.786
Nik33244,73.366,-48.452,73.699,-48.785
Nik33245,73.367,-48.451,73.700,-48.784
Nik33246,73.368,-48.450,73.701,-48.783
Nik33247,73.369,-48.449,73.702,-48.782
Nik33248,73.370,-48.448,73.703,-48.781
Nik33249,73.371,-48.447,73.704,-48.780
Nik33250,73.372,-48.446,73.705,-48.779
Nik33251,73.373,-48.445,73.706,-48.778
Nik33252,73.374,-48.444,73.707,-48.777
Nik33253,73.375,-48.443,73.708,-48.776
Nik33254,73.376,-48.442,73.709,-48.775
Nik33255,73.377,-48.441,73.710,-48.774
Nik33256,73.378,-48.440,73.711,-48.773
Nik33257,73.379,-48.439,73.712,-48.772
Nik33258,73.380,-48.438,73.713,-48.771
Nik33259,73.381,-48.437,73.714,-48.770
Nik33260,73.382,-48.436,73.715,-48.769
Nik33261,73.383,-48.435,73.716,-48.768
Nik33262,73.384,-48.434,73.717,-48.767
Nik33263,73.385,-48.433,73.718,-48.766
Nik33264,73.386,-48.432,73.719,-48.765
Nik33265,73.387,-48.431,73.720,-48.764
Nik33266,73.388,-48.430,73.721,-48.763
Nik33267,73.389,-48.429,73.722,-48.762
Nik33268,73.390,-48.428,73.723,-48.761
Nik33269,73.391,-48.427,73.724,-48.760
Nik33270,73.392,-48.426,73.725,-48.759
Nik33271,73.393,-48.425,73.726,-48.758
Nik33272,73.394,-48.424,73.727,-48.757
Nik33273,73.395,-48.423,73.728,-48.756
Nik33274,73.396,-48.422,73.729,-48.755
Nik33275,73.397,-48.421,73.730,-48.754
Nik33276,73.398,-48.420,73.731,-48.753
Nik33277,73.399,-48.419,73.732,-48.752
Nik33278,73.400,-48.418,73.733,-48.751
Nik33279,73.401,-48.417,73.734,-48.750
Nik33280,73.402,-48.416,73.735,-48.749
Nik33281,73.403,-48.415,73.736,-48.748
Nik33282,73.404,-48.414,73.737,-48.747
Nik33283,73.405,-48.413,73.738,-48.746
Nik33284,73.406,-48.412,73.739,-48.745
Nik33285,73.407,-48.411,73.740,-48.744
Nik33286,73.408,-48.410,73.741,-48.743
Nik33287,73.409,-48.409,73.742,-48.742
Nik33288,73.410,-48.408,73.743,-48.741
Nik33289,73.411,-48.407,73.744,-48.740
Nik33290,73.412,-48.406,73.745,-48.739
Nik33291,73.413,-48.405,73.746,-48.738
Nik33292,73.414,-48.404,73.747,-48.737
Nik33293,73.415,-48.403,73.748,-48.736
Nik33294,73.416,-48.402,73.749,-48.735
Nik33295,73.417,-48.401,73.750,-48.734
Nik33296,73.418,-48.400,73.751,-48.733
Nik33297,73.419,-48.399,73.752,-48.732
Nik33298,73.420,-48.398,73.753,-48.731
Nik33299,73.421,-48.397,73.754,-48.730
Nik33300,73.422,-48.396,73.755,-48.729
Nik33301,73.423,-48.395,73.756,-48.728
Nik33302,73.424,-48.394,73.757,-48.727
Nik33303,73.425,-48.393,73.758,-48.726
Nik33304,73.426,-48.392,73.759,-48.725
Nik33305,73.427,-48.391,73.760,-48.724
Nik33306,73.428,-48.390,73.761,-48.723
Nik33307,73.429,-48.389,73.762,-48.722
Nik33308,73.430,-48.388,73.763,-48.721
Nik33309,73.431,-48.387,73.764,-48.720
Nik33310,73.432,-48.386,73.765,-48.719
Nik33311,73.433,-48.385,73.766,-48.718
Nik33312,73.434,-48.384,73.767,-48.717
Nik33313,73.435,-48.383,73.768,-48.716
Nik33314,73.436,-48.382,73.769,-48.715
Nik33315,73.437,-48.381,73.770,-48.714
Nik33316,73.438,-48.380,73.771,-48.713
Nik33317,73.439,-48.379,73.772,-48.712
Nik33318,73.440,-48.378,73.773,-48.711
Nik33319,73.441,-48.377,73.774,-48.710
Nik33320,73.442,-48.376,73.775,-48.709
Nik33321,73.443,-48.375,73.776,-48.708
Nik33322,73.444,-48.374,73.777,-48.707
Nik33323,73.445,-48.373,73.778,-48.706
Nik33324,73.446,-48.372,73.779,-48.705
Nik33325,73.447,-48.371,73.780,-48.704
Nik33326,73.448,-48.370,73.781,-48.703
Nik33327,73.449,-48.369,73.782,-48.702
Nik33328,73.450,-48.368,73.783,-48.701
Nik33329,73.451,-48.367,73.784,-48.700
Nik33330,73.452,-48.366,73.785,-48.699
Nik33331,73.453,-48.365,73.786,-48.698
Nik33332,73.454,-48.364,73.787,-48.697
Nik33333,73.455,-48.363,73.788,-48.696
Nik33334,73.456,-48.362,73.789,-48.695
Nik33335,73.457,-48.361,73.790,-48.694
Nik33336,73.458,-48.360,73.791,-48.693
Nik33337,73.459,-48.359,73.792,-48.692
Nik33338,73.460,-48.358,73.793,-48.691
Nik33339,73.461,-48.357,73.794,-48.690
Nik33340,73.462,-48.356,73.795,-48.689
Nik33341,73.463,-48.355,73.796,-48.688
Nik33342,73.464,-48.354,73.797,-48.687
Nik33343,73.465,-48.353,73.798,-48.686
Nik33344,73.466,-48.352,73.799,-48.685
Nik33345,73.467,-48.351,73.800,-48.684
Nik33346,73.468,-48.350,73.801,-48.683
Nik33347,73.469,-48.349,73.802,-48.682
Nik33348,73.470,-48.348,73.803,-48.681
Nik33349,73.471,-48.347,73.804,-48.680
Nik33350,73.472,-48.346,73.805,-48.679
Nik33351,73.473,-48.345,73.806,-48.678
Nik33352,73.474,-48.344,73.807,-48.677
Nik33353,73.475,-48.343,73.808,-48.676
Nik33354,73.476,-48.342,73.809,-48.675
Nik33355,73.477,-48.341,73.810,-48.674
Nik33356,73.478,-48.340,73.811,-48.673
Nik33357,73.479,-48.339,73.812,-48.672
Nik33358,73.480,-48.338,73.813,-48.671
Nik33359,73.481,-48.337,73.814,-48.670
Nik33360,73.482,-48.336,73.815,-48.669
Nik33361,73.483,-48.335,73.816,-48.668
Nik33362,73.484,-48.334,73.817,-48.667
Nik33363,73.485,-48.333,73.818,-48.666
Nik33364,73.486,-48.332,73.819,-48.665
Nik33365,73.487,-48.331,73.820,-48.664
Nik33366,73.488,-48.330,73.821,-48.663
Nik33367,73.489,-48.329,73.822,-48.662
Nik33368,73.490,-48.328,73.823,-48.661
Nik33369,73.491,-48.327,73.824,-48.660
Nik33370,73.492,-48.326,73.825,-48.659
Nik33371,73.493,-48.325,73.826,-48.658
Nik33372,73.494,-48.324,73.827,-48.657
Nik33373,73.495,-48.323,73.828,-48.656
Nik33374,73.496,-48.322,73.829,-48.655
Nik33375,73.497,-48.321,73.830,-48.654
Nik33376,73.498,-48.320,73.831,-48.653
Nik33377,73.499,-48.319,73.832,-48.652
Nik33378,73.500,-48.318,73.833,-48.651
Nik33379,73.501,-48.317,73.834,-48.650
Nik33380,73.502,-48.316,73.835,-48.649
Nik33381,73.503,-48.315,73.836,-48.648
Nik33382,73.504,-48.314,73.837,-48.647
Nik33383,73.505,-48.313,73.838,-48.646
Nik33384,73.506,-48.312,73.839,-48.645
Nik33385,73.507,-48.311,73.840,-48.644
Nik33386,73.508,-48.310,73.841,-48.643
Nik33387,73.509,-48.309,73.842,-48.642
Nik33388,73.510,-48.308,73.843,-48.641
Nik33389,73.511,-48.307,73.844,-48.640
Nik33390,73.512,-48.306,73.845,-48.639
Nik33391,73.513,-48.305,73.846,-48.638
Nik33392,73.514,-48.304,73.847,-48.637
Nik33393,73.515,-48.303,73.848,-48.636
Nik33394,73.516,-48.302,73.849,-48.635
Nik33395,73.517,-48.301,73.850,-48.634
Nik33396,73.518,-48.300,73.851,-48.633
Nik33397,73.519,-48.299,73.852,-48.632
Nik33398,73.520,-48.298,73.853,-48.631
Nik33399,73.521,-48.297,73.854,-48.630
Nik33400,73.522,-48.296,73.855,-48.629
Nik33401,73.523,-48.295,73.856,-48.628
Nik33402,73.524,-48.294,73.857,-48.627
Nik33403,73.525,-48.293,73.858,-48.626
Nik33404,73.526,-48.292,73.859,-48.625
Nik33405,73.527,-48.291,73.860,-48.624
Nik33406,73.528,-48.290,73.861,-48.623
Nik33407,73.529,-48.289,73.862,-48.622
Nik33408,73.530,-48.288,73.863,-48.621
Nik33409,73.531,-48.287,73.864,-48.620
Nik33410,73.532,-48.286,73.865,-48.619
Nik33411,73.533,-48.285,73.866,-48.618
Nik33412,73.534,-48.284,73.867,-48.617
Nik33413,73.535,-48.283,73.868,-48.616
Nik33414,73.536,-48.282,73.869,-48.615
Nik33415,73.537,-48.281,73.870,-48.614
Nik33416,73.538,-48.280,73.871,-48.613
Nik33417,73.539,-48.279,73.872,-48.612
Nik33418,73.540,-48.278,73.873,-48.611
Nik33419,73.541,-48.277,73.874,-48.610
Nik33420,73.542,-48.276,73.875,-48.609
Nik33421,73.543,-48.275,73.876,-48.608
Nik33422,73.544,-48.274,73.877,-48.607
Nik33423,73.545,-48.273,73.878,-48.606
Nik33424,73.546,-48.272,73.879,-48.605
Nik33425,73.547,-48.271,73.880,-48.604
Nik33426,73.548,-48.270,73.881,-48.603
Nik33427,73.549,-48.269,73.882,-48.602
Nik33428,73.550,-48.268,73.883,-48.601
Nik33429,73.551,-48.267,73.884,-48.600
Nik33430,73.552,-48.266,73.885,-48.599
Nik33431,73.553,-48.265,73.886,-48.598
Nik33432,73.554,-48.264,73.887,-48.597
Nik33433,73.555,-48.263,73.888,-48.596
Nik33434,73.556,-48.262,73.889,-48.595
Nik33435,73.557,-48.261,73.890,-48.594
Nik33436,73.558,-48.260,73.891,-48.593
Nik33437,73.559,-48.259,73.892,-48.592
Nik33438,73.560,-48.258,73.893,-48.591
Nik33439,73.561,-48.257,73.894,-48.590
Nik33440,73.562,-48.256,73.895,-48.589
Nik33441,73.563,-48.255,73.896,-48.588
Nik33442,73.564,-48.254,73.897,-48.587
Nik33443,73.565,-48.253,73.898,-48.586
Nik33444,73.566,-48.252,73.899,-48.585
Nik33445,73.567,-48.251,73.900,-48.584
Nik33446,73.568,-48.250,73.901,-48.583
Nik33447,73.569,-48.249,73.902,-48.582
Nik33448,73.570,-48.248,73.903,-48.581
Nik33449,73.571,-48.247,73.904,-48.580
Nik33450,73.572,-48.246,73.905,-48.579
Nik33451,73.573,-48.245,73.906,-48.578
Nik33452,73.574,-48.244,73.907,-48.577
Nik33453,73.575,-48.243,73.908,-48.576
Nik33454,73.576,-48.242,73.909,-48.575
Nik33455,73.577,-48.241,73.910,-48.574
Nik33456,73.578,-48.240,73.911,-48.573
Nik33457,73.579,-48.239,73.912,-48.572
Nik33458,73.580,-48.238,73.913,-48.571
Nik33459,73.581,-48.237,73.914,-48.570
Nik33460,73.582,-48.236,73.915,-48.569
Nik33461,73.583,-48.235,73.916,-48.568
Nik33462,73.584,-48.234,73.917,-48.567
Nik33463,73.585,-48.233,73.918,-48.566
Nik33464,73.586,-48.232,73.919,-48.565
Nik33465,73.587,-48.231,73.920,-48.564
Nik33466,73.588,-48.230,73.921,-48.563
Nik33467,73.589,-48.229,73.922,-48.562
Nik33468,73.590,-48.228,73.923,-48.561
Nik33469,73.591,-48.227,73.924,-48.560
Nik33470,73.592,-48.226,73.925,-48.559
Nik33471,73.593,-48.225,73.926,-48.558
Nik33472,73.594,-48.224,73.927,-48.557
Nik33473,73.595,-48.223,73.928,-48.556
Nik33474,73.596,-48.222,73.929,-48.555
Nik33475,73.597,-48.221,73.930,-48.554
Nik33476,73.598,-48.220,73.931,-48.553
Nik33477,73.599,-48.219,73.932,-48.552
Nik33478,73.600,-48.218,73.933,-48.551
Nik33479,73.601,-48.217,73.934,-48.550
Nik33480,73.602,-48.216,73.935,-48.549
Nik33481,73.603,-48.215,73.936,-48.548
Nik33482,73.604,-48.214,73.937,-48.547
Nik33483,73.605,-48.213,73.938,-48.546
Nik33484,73.606,-48.212,73.939,-48.545
Nik33485,73.607,-48.211,73.940,-48.544
Nik33486,73.608,-48.210,73.941,-48.543
Nik33487,73.609,-48.209,73.942,-48.542
Nik33488,73.610,-48.208,73.943,-48.541
Nik33489,73.611,-48.207,73.944,-48.540
Nik33490,73.612,-48.206,73.945,-48.539
Nik33491,73.613,-48.205,73.946,-48.538
Nik33492,73.614,-48.204,73.947,-48.537
Nik33493,73.615,-48.203,73.948,-48.536
Nik33494,73.616,-48.202,73.949,-48.535
Nik33495,73.617,-48.201,73.950,-48.534
Nik33496,73.618,-48.200,73.951,-48.533
Nik33497,73.619,-48.199,73.952,-48.532
Nik33498,73.620,-48.198,73.953,-48.531
Nik33499,73.621,-48.197,73.954,-48.530
Nik33500,73.622,-48.196,73.955,-48.529
Nik33501,73.623,-48.195,73.956,-48.528
Nik33502,73.624,-48.194,73.957,-48.527
Nik33503,73.625,-48.193,73.958,-48.526
Nik33504,73.626,-48.192,73.959,-48.525
Nik33505,73.627,-48.191,73.960,-48.524
Nik33506,73.628,-48.190,73.961,-48.523
Nik33507,73.629,-48.189,73.962,-48.522
Nik33508,73.630,-48.188,73.963,-48.521
Nik33509,73.631,-48.187,73.964,-48.520
Nik33510,73.632,-48.186,73.965,-48.519
Nik33511,73.633,-48.185,73.966,-48.518
Nik33512,73.634,-48.184,73.967,-48.517
Nik33513,73.635,-48.183,73.968,-48.516
Nik33514,73.636,-48.182,73.969,-48.515
Nik33515,73.637,-48.181,73.970,-48.514
Nik33516,73.638,-48.180,73.971,-48.513
Nik33517,73.639,-48.179,73.972,-48.512
Nik33518,73.640,-48.178,73.973,-48.511
Nik33519,73.641,-48.177,73.974,-48.510
Nik33520,73.642,-48.176,73.975,-48.509
Nik33521,73.643,-48.175,73.976,-48.508
Nik33522,73.644,-48.174,73.977,-48.507
Nik33523,73.645,-48.173,73.978,-48.506
Nik33524,73.646,-48.172,73.979,-48.505
Nik33525,73.647,-48.171,73.980,-48.504
Nik33526,73.648,-48.170,73.981,-48.503
Nik33527,73.649,-48.169,73.982,-48.502
Nik33528,73.650,-48.168,73.983,-48.501
Nik33529,73.651,-48.167,73.984,-48.500
Nik33530,73.652,-48.166,73.985,-48.499
Nik33531,73.653,-48.165,73.986,-48.498
Nik33532,73.654,-48.164,73.987,-48.497
Nik33533,73.655,-48.163,73.988,-48.496
Nik33534,73.656,-48.162,73.989,-48.495
Nik33535,73.657,-48.161,73.990,-48.494
Nik33536,73.658,-48.160,73.991,-48.493
Nik33537,73.659,-48.159,73.992,-48.492
Nik33538,73.660,-48.158,73.993,-48.491
Nik33539,73.661,-48.157,73.994,-48.490
Nik33540,73.662,-48.156,73.995,-48.489
Nik33541,73.663,-48.155,73.996,-48.488
Nik33542,73.664,-48.154,73.997,-48.487
Nik33543,73.665,-48.153,73.998,-48.486
Nik33544,73.666,-48.152,73.999,-48.485
Nik33545,73.667,-48.151,74.000,-48.484
Nik33546,73.668,-48.150,74.001,-48.483
Nik33547,73.669,-48.149,74.002,-48.482
Nik33548,73.670,-48.148,74.003,-48.481
Nik33549,73.671,-48.147,74.004,-48.480
Nik33550,73.672,-48.146,74.005,-48.479
Nik33551,73.673,-48.145,74.006,-48.478
Nik33552,73.674,-48.144,74.007,-48.477
Nik33553,73.675,-48.143,74.008,-48.476
Nik33554,73.676,-48.142,74.009,-48.475
Nik33555,73.677,-48.141,74.010,-48.474
Nik33556,73.678,-48.140,74.011,-48.473
Nik33557,73.679,-48.139,74.012,-48.472
Nik33558,73.680,-48.138,74.013,-48.471
Nik33559,73.681,-48.137,74.014,-48.470
Nik33560,73.682,-48.136,74.015,-48.469
Nik33561,73.683,-48.135,74.016,-48.468
Nik33562,73.684,-48.134,74.017,-48.467
Nik33563,73.685,-48.133,74.018,-48.466
Nik33564,73.686,-48.132,74.019,-48.465
Nik33565,73.687,-48.131,74.020,-48.464
Nik33566,73.688,-48.130,74.021,-48.463
Nik33567,73.689,-48.129,74.022,-48.462
Nik33568,73.690,-48.128,74.023,-48.461
Nik33569,73.691,-48.127,74.024,-48.460
Nik33570,73.692,-48.126,74.025,-48.459
Nik33571,73.693,-48.125,74.026,-48.458
Nik33572,73.694,-48.124,74.027,-48.457
Nik33573,73.695,-48.123,74.028,-48.456
Nik33574,73.696,-48.122,74.029,-48.455
Nik33575,73.697,-48.121,74.030,-48.454
Nik33576,73.698,-48.120,74.031,-48.453
Nik33577,73.699,-48.119,74.032,-48.452
Nik33578,73.700,-48.118,74.033,-48.451
Nik33579,73.701,-48.117,74.034,-48.450
Nik33580,73.702,-48.116,74.035,-48.449
Nik33581,73.703,-48.115,74.036,-48.448
Nik33582,73.704,-48.114,74.037,-48.447
Nik33583,73.705,-48.113,74.038,-48.446
Nik33584,73.706,-48.112,74.039,-48.445
Nik33585,73.707,-48.111,74.040,-48.444
Nik33586,73.708,-48.110,74.041,-48.443
Nik33587,73.709,-48.109,74.042,-48.442
Nik33588,73.710,-48.108,74.043,-48.441
Nik33589,73.711,-48.107,74.044,-48.440
Nik33590,73.712,-48.106,74.045,-48.439
Nik33591,73.713,-48.105,74.046,-48.438
Nik33592,73.714,-48.104,74.047,-48.437
Nik33593,73.715,-48.103,74.048,-48.436
Nik33594,73.716,-48.102,74.049,-48.435
Nik33595,73.717,-48.101,74.050,-48.434
Nik33596,73.718,-48.100,74.051,-48.433
Nik33597,73.719,-48.099,74.052,-48.432
Nik33598,73.720,-48.098,74.053,-48.431
Nik33599,73.721,-48.097,74.054,-48.430
Nik33600,73.722,-48.096,74.055,-48.429
Nik33601,73.723,-48.095,74.056,-48.428
Nik33602,73.724,-48.094,74.057,-48.427
Nik33603,73.725,-48.093,74.058,-48.426
Nik33604,73.726,-48.092,74.059,-48.425
Nik33605,73.727,-48.091,74.060,-48.424
Nik33606,73.728,-48.090,74.061,-48.423
Nik33607,73.729,-48.089,74.062,-48.422
Nik33608,73.730,-48.088,74.063,-48.421
Nik33609,73.731,-48.087,74.064,-48.420
Nik33610,73.732,-48.086,74.065,-48.419
Nik33611,73.733,-48.085,74.066,-48.418
Nik33612,73.734,-48.084,74.067,-48.417
Nik33613,73.735,-48.083,74.068,-48.416
Nik33614,73.736,-48.082,74.069,-48.415
Nik33615,73.737,-48.081,74.070,-48.414
Nik33616,73.738,-48.080,74.071,-48.413
Nik33617,73.739,-48.079,74.072,-48.412
Nik33618,73.740,-48.078,74.073,-48.411
Nik33619,73.741,-48.077,74.074,-48.410
Nik33620,73.742,-48.076,74.075,-48.409
Nik33621,73.743,-48.075,74.076,-48.408
Nik33622,73.744,-48.074,74.077,-48.407
Nik33623,73.745,-48.073,74.078,-48.406
Nik33624,73.746,-48.072,74.079,-48.405
Nik33625,73.747,-48.071,74.080,-48.404
Nik33626,73.748,-48.070,74.081,-48.403
Nik33627,73.749,-48.069,74.082,-48.402
Nik33628,73.750,-48.068,74.083,-48.401
Nik33629,73.751,-48.067,74.084,-48.400
Nik33630,73.752,-48.066,74.085,-48.399
Nik33631,73.753,-48.065,74.086,-48.398
Nik33632,73.754,-48.064,74.087,-48.397
Nik33633,73.755,-48.063,74.088,-48.396
Nik33634,73.756,-48.062,74.089,-48.395
Nik33635,73.757,-48.061,74.090,-48.394
Nik33636,73.758,-48.060,74.091,-48.393
Nik33637,73.759,-48.059,74.092,-48.392
Nik33638,73.760,-48.058,74.093,-48.391
Nik33639,73.761,-48.057,74.094,-48.390
Nik33640,73.762,-48.056,74.095,-48.389
Nik33641,73.763,-48.055,74.096,-48.388
Nik33642,73.764,-48.054,74.097,-48.387
Nik33643,73.765,-48.053,74.098,-48.386
Nik33644,73.766,-48.052,74.099,-48.385
Nik33645,73.767,-48.051,74.100,-48.384
Nik33646,73.768,-48.050,74.101,-48.383
Nik33647,73.769,-48.049,74.102,-48.382
Nik33648,73.770,-48.048,74.103,-48.381
Nik33649,73.771,-48.047,74.104,-48.380
Nik33650,73.772,-48.046,74.105,-48.379
Nik33651,73.773,-48.045,74.106,-48.378
Nik33652,73.774,-48.044,74.107,-48.377
Nik33653,73.775,-48.043,74.108,-48.376
Nik33654,73.776,-48.042,74.109,-48.375
Nik33655,73.777,-48.041,74.110,-48.374
Nik33656,73.778,-48.040,74.111,-48.373
Nik33657,73.779,-48.039,74.112,-48.372
Nik33658,73.780,-48.038,74.113,-48.371
Nik33659,73.781,-48.037,74.114,-48.370
Nik33660,73.782,-48.036,74.115,-48.369
Nik33661,73.783,-48.035,74.116,-48.368
Nik33662,73.784,-48.034,74.117,-48.367
Nik33663,73.785,-48.033,74.118,-48.366
Nik33664,73.786,-48.032,74.119,-48.365
Nik33665,73.787,-48.031,74.120,-48.364
Nik33666,73.788,-48.030,74.121,-48.363
Nik33667,73.789,-48.029,74.122,-48.362
Nik33668,73.790,-48.028,74.123,-48.361
Nik33669,73.791,-48.027,74.124,-48.360
Nik33670,73.792,-48.026,74.125,-48.359
Nik33671,73.793,-48.025,74.126,-48.358
Nik33672,73.794,-48.024,74.127,-48.357
Nik33673,73.795,-48.023,74.128,-48.356
Nik33674,73.796,-48.022,74.129,-48.355
Nik33675,73.797,-48.021,74.130,-48.354
Nik33676,73.798,-48.020,74.131,-48.353
Nik33677,73.799,-48.019,74.132,-48.352
Nik33678,73.800,-48.018,74.133,-48.351
Nik33679,73.801,-48.017,74.134,-48.350
Nik33680,73.802,-48.016,74.135,-48.349
Nik33681,73.803,-48.015,74.136,-48.348
Nik33682,73.804,-48.014,74.137,-48.347
Nik33683,73.805,-48.013,74.138,-48.346
Nik33684,73.806,-48.012,74.139,-48.345
Nik33685,73.807,-48.011,74.140,-48.344
Nik33686,73.808,-48.010,74.141,-48.343
Nik33687,73.809,-48.009,74.142,-48.342
Nik33688,73.810,-48.008,74.143,-48.341
Nik33689,73.811,-48.007,74.144,-48.340
Nik33690,73.812,-48.006,74.145,-48.339
Nik33691,73.813,-48.005,74.146,-48.338
Nik33692,73.814,-48.004,74.147,-48.337
Nik33693,73.815,-48.003,74.148,-48.336
Nik33694,73.816,-48.002,74.149,-48.335
Nik33695,73.817,-48.001,74.150,-48.334
Nik33696,73.818,-48.000,74.151,-48.333
Nik33697,73.819,-47.999,74.152,-48.332
Nik33698,73.820,-47.998,74.153,-48.331
Nik33699,73.821,-47.997,74.154,-48.330
Nik33700,73.822,-47.996,74.155,-48.329
Nik33701,73.823,-47.995,74.156,-48.328
Nik33702,73.824,-47.994,74.157,-48.327
Nik33703,73.825,-47.993,74.158,-48.326
Nik33704,73.826,-47.992,74.159,-48.325
Nik33705,73.827,-47.991,74.160,-48.324
Nik33706,73.828,-47.990,74.161,-48.323
Nik33707,73.829,-47.989,74.162,-48.322
Nik33708,73.830,-47.988,74.163,-48.321
Nik33709,73.831,-47.987,74.164,-48.320
Nik33710,73.832,-47.986,74.165,-48.319
Nik33711,73.833,-47.985,74.166,-48.318
Nik33712,73.834,-47.984,74.167,-48.317
Nik33713,73.835,-47.983,74.168,-48.316
Nik33714,73.836,-47.982,74.169,-48.315
Nik33715,73.837,-47.981,74.170,-48.314
Nik33716,73.838,-47.980,74.171,-48.313
Nik33717,73.839,-47.979,74.172,-48.312
Nik33718,73.840,-47.978,74.173,-48.311
Nik33719,73.841,-47.977,74.174,-48.310
Nik33720,73.842,-47.976,74.175,-48.309
Nik33721,73.843,-47.975,74.176,-48.308
Nik33722,73.844,-47.974,74.177,-48.307
Nik33723,73.845,-47.973,74.178,-48.306
Nik33724,73.846,-47.972,74.179,-48.305
Nik33725,73.847,-47.971,74.180,-48.304
Nik33726,73.848,-47.970,74.181,-48.303
Nik33727,73.849,-47.969,74.182,-48.302
Nik33728,73.850,-47.968,74.183,-48.301
Nik33729,73.851,-47.967,74.184,-48.300
Nik33730,73.852,-47.966,74.185,-48.299
Nik33731,73.853,-47.965,74.186,-48.298
Nik33732,73.854,-47.964,74.187,-48.297
Nik33733,73.855,-47.963,74.188,-48.296
Nik33734,73.856,-47.962,74.189,-48.295
Nik33735,73.857,-47.961,74.190,-48.294
Nik33736,73.858,-47.960,74.191,-48.293
Nik33737,73.859,-47.959,74.192,-48.292
Nik33738,73.860,-47.958,74.193,-48.291
Nik33739,73.861,-47.957,74.194,-48.290
Nik33740,73.862,-47.956,74.195,-48.289
Nik33741,73.863,-47.955,74.196,-48.288
